time,team_away,team_home,play_text,team_in_poss,poss_id,score_away,score_home,lineup_away,lineup_home,2pt_made_away,2pt_attempt_away,2pt_made_home,2pt_attempt_home,3pt_made_away,3pt_attempt_away,3pt_made_home,3pt_attempt_home,ft_made_away,ft_attempt_away,ft_made_home,ft_attempt_home,d_reb_away,o_reb_away,d_reb_home,o_reb_home,assist_away,assist_home,turnover_away,turnover_home
13:39:00,Maine,Virginia Tech,"nahiem alleyne, rebound defensive   ",Virginia Tech,26,7,14,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs']","['hunter cattoor', 'justyn mutts', 'keve aluma', 'nahiem alleyne', 'storm murphy']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13:35:00,Maine,Virginia Tech,"hunter cattoor, 2pt drivinglayup pointsinthepaint;  made",Virginia Tech,26,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs']","['hunter cattoor', 'justyn mutts', 'keve aluma', 'nahiem alleyne', 'storm murphy']",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:14:00,Maine,Virginia Tech,"stephane ingo, 3pt jumpshot   missed",Maine,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs']","['hunter cattoor', 'justyn mutts', 'keve aluma', 'nahiem alleyne', 'storm murphy']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"team, rebound offensive team;  ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs']","['hunter cattoor', 'justyn mutts', 'keve aluma', 'nahiem alleyne', 'storm murphy']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"keve aluma, substitution out   ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs']","['hunter cattoor', 'justyn mutts', 'nahiem alleyne', 'storm murphy']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"hunter cattoor, substitution out   ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs']","['justyn mutts', 'nahiem alleyne', 'storm murphy']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"peter filipovity, substitution in   ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs', 'peter filipovity']","['justyn mutts', 'nahiem alleyne', 'storm murphy']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"darius maddox, substitution in   ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs', 'peter filipovity']","['justyn mutts', 'nahiem alleyne', 'storm murphy', 'darius maddox']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"maks klanjscek, substitution in   ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs', 'peter filipovity', 'maks klanjscek']","['justyn mutts', 'nahiem alleyne', 'storm murphy', 'darius maddox']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"john ojiako, substitution in   ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', 'vukasin masic', ""ja'shonte wright-mcleish"", 'kristians feierbergs', 'peter filipovity', 'maks klanjscek']","['justyn mutts', 'nahiem alleyne', 'storm murphy', 'darius maddox', 'john ojiako']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"vukasin masic, substitution out   ",NULL,27,7,16,"['lechaun duhart', 'stephane ingo', ""ja'shonte wright-mcleish"", 'kristians feierbergs', 'peter filipovity', 'maks klanjscek']","['justyn mutts', 'nahiem alleyne', 'storm murphy', 'darius maddox', 'john ojiako']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13:11:00,Maine,Virginia Tech,"stephane ingo, substitution out   ",NULL,27,7,16,"['lechaun duhart', ""ja'shonte wright-mcleish"", 'kristians feierbergs', 'peter filipovity', 'maks klanjscek']","['justyn mutts', 'nahiem alleyne', 'storm murphy', 'darius maddox', 'john ojiako']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
