year,player_id,name_full,name_last,name_first,name_mneumonic,class,position,jersey_number,team_id
2021,2273243,"groves, jacob",groves,jacob,jacob groves,Jr,G,34,522
2021,2273259,"brown, michael",brown,michael,michael brown,Jr,G,14,519
2021,2273262,"venters, steele",venters,steele,steele venters,Fr,F,2,207
2021,2273266,"magnuson, ellis",magnuson,ellis,ellis magnuson,So,G,55,207
2021,2273279,"croskey, omar",croskey,omar,omar croskey,Jr,G,12,647
2021,2273281,"crockrell ii, pierre",crockrell ii,pierre,pierre crockrell ii,Jr,G,3,534
2021,2273284,"finstuen, broc",finstuen,broc,broc finstuen,Sr,G,23,148
2021,2273295,"edwards, rahsaan",edwards,rahsaan,rahsaan edwards,Jr,G,10,647
2021,2273531,"brenchley, jaxon",brenchley,jaxon,jaxon brenchley,Jr,G,5,732
2021,2273533,"plummer, alfonso",plummer,alfonso,alfonso plummer,Sr,G,11,301
2021,2273534,"wenzel, brendan",wenzel,brendan,brendan wenzel,So,G,5,811
2021,2273537,"hanshaw, michael",hanshaw,michael,michael hanshaw,Jr,F,0,295
2021,2273550,"van komen, matt",van komen,matt,matt van komen,Jr,C,22,610
2021,2273562,"ballstaedt, eli",ballstaedt,eli,eli ballstaedt,Jr,G,13,732
2021,2273563,"jones, rylan",jones,rylan,rylan jones,Jr,G,15,731
2021,2273576,"carlson, branden",carlson,branden,branden carlson,Jr,C,35,732
2021,2273589,"simmons, bj",simmons,bj,bj simmons,So,G,10,536
2021,2273590,"quinnett, gabe",quinnett,gabe,gabe quinnett,So,G,21,295
2021,2273661,"burno, micah",burno,micah,micah burno,Jr,G,12,28
2021,2273662,"thomas, khalid",thomas,khalid,khalid thomas,Sr,F,23,550
2021,2273664,"hughes, darrius",hughes,darrius,darrius hughes,Jr,F,2,464
2021,2273665,"frickenstein, grant",frickenstein,grant,grant frickenstein,So,G,15,464
2021,2273731,"ware, roti",ware,roti,roti ware,Sr,G,23,676
2021,2273733,"daniels, charlie",daniels,charlie,charlie daniels,Sr,F,15,428
2021,2273734,"solomon, calvin",solomon,calvin,calvin solomon,Jr,F,13,676
2021,2273742,"christopher, caleb",christopher,caleb,caleb christopher,So,G,31,692
2021,2273743,"house, jaelen",house,jaelen,jaelen house,Jr,G,10,473
2021,2273744,"verge jr., alonzo",verge jr.,alonzo,alonzo verge jr.,Sr,G,1,463
2021,2273745,"olmsted, john",olmsted,john,john olmsted,Jr,F,15,28
2021,2273746,"graham, jalen",graham,jalen,jalen graham,Jr,F,2,28
2021,2273747,"robinson, la'mel",robinson,la'mel,la'mel robinson,So,G,11,464
2021,2273748,"ruffin, marlon",ruffin,marlon,marlon ruffin,Jr,G,22,550
2021,2273966,"gillis, mason",gillis,mason,mason gillis,So,F,0,559
2021,2274027,"newman, brandon",newman,brandon,brandon newman,So,G,5,559
2021,2274028,"thompson, isaiah",thompson,isaiah,isaiah thompson,Jr,G,11,559
2021,2274029,"frost, matt",frost,matt,matt frost,Jr,F,21,559
2021,2274074,"marble ii, kwane",marble ii,kwane,kwane marble ii,So,G,11,370
2021,2274075,"foster, kenny",foster,kenny,kenny foster,Jr,G,22,811
2021,2274077,"morman, tyler",morman,tyler,tyler morman,Jr,F,0,664
2021,2274148,"moore jr., wendell",moore jr.,wendell,wendell moore jr.,Jr,F,0,193
2021,2274150,"worthington, keenan",worthington,keenan,keenan worthington,Jr,F,45,193
2021,2274151,"cody, spencer",cody,spencer,spencer cody,Sr,G,25,812
2021,2274152,"ramsey, daniel",ramsey,daniel,daniel ramsey,So,F,2,692
2021,2274153,"bishop, dahmir",bishop,dahmir,dahmir bishop,Jr,G,1,606
2021,2274155,"miles, dieonte",miles,dieonte,dieonte miles,So,F,22,812
2021,2274157,"freemantle, zach",freemantle,zach,zach freemantle,Jr,F,32,812
2021,2274171,"savarino, michael",savarino,michael,michael savarino,Jr,G,30,193
2021,2274172,"tandy, kyky",tandy,kyky,kyky tandy,Jr,G,15,812
2021,2274278,"grantsaan, lagio",grantsaan,lagio,lagio grantsaan,Sr,F,0,446
2021,2274281,"hill, jalen",hill,jalen,jalen hill,Jr,F,1,522
2021,2274283,"issanza, rick",issanza,rick,rick issanza,So,C,20,522
2021,2274284,"seacat, blake",seacat,blake,blake seacat,Jr,G,44,522
2021,2274285,"merritt, corbin",merritt,corbin,corbin merritt,Sr,F,11,43
2021,2274286,"williams, alondes",williams,alondes,alondes williams,Sr,G,31,749
2021,2274295,"vance, thai're",vance,thai're,thai're vance,Jr,G,12,446
2021,2274303,"garang, anyang",garang,anyang,anyang garang,So,F,21,391
2021,2274307,"harmon, de'vion",harmon,de'vion,de'vion harmon,Jr,G,5,529
2021,2274311,"mccray, travion",mccray,travion,travion mccray,Jr,G,1,769
2021,2274337,"harris, tyler",harris,tyler,tyler harris,Jr,G,4,769
2021,2274342,"langlais, ahmir",langlais,ahmir,ahmir langlais,So,F,35,10411
2021,2274363,"cork, xavier",cork,xavier,xavier cork,So,F,12,698
2021,2274383,"walker, jaylen",walker,jaylen,jaylen walker,Jr,F,11,726
2021,2274384,"yoder, sean",yoder,sean,sean yoder,Jr,G,3,726
2021,2274430,"allison, nate",allison,nate,nate allison,Jr,F,35,726
2021,2274432,"deaver, daniel",deaver,daniel,daniel deaver,Jr,F,31,726
2021,2274433,"dorsey, patrick",dorsey,patrick,patrick dorsey,Jr,G,21,726
2021,2274434,"fenton, p.j.",fenton,p.j.,p.j. fenton,Jr,F,24,726
2021,2274435,"jones, christian",jones,christian,christian jones,Jr,G,10,726
2021,2274437,"nelson, tyler",nelson,tyler,tyler nelson,Jr,F,5,726
2021,2274438,"roach jr., p.j.",roach jr.,p.j.,p.j. roach jr.,Jr,G,15,726
2021,2274654,"moore, rahmir",moore,rahmir,rahmir moore,Jr,G,11,606
2021,2274656,"brown, cameron",brown,cameron,cameron brown,Jr,G,3,606
2021,2275164,"anderson, iii, avery",anderson,avery,avery anderson,Jr,G,0,521
2021,2275166,"harris jr., chris",harris jr.,chris,chris harris jr.,Jr,G,2,521
2021,2275169,"roessink, hidde",roessink,hidde,hidde roessink,Jr,F,10,2707
2021,2275187,"watson, marcus",watson,marcus,marcus watson,Fr,G,4,488
2021,2275188,"boone, keylan",boone,keylan,keylan boone,Jr,G,20,521
2021,2275193,"boone, kalib",boone,kalib,kalib boone,Jr,F,22,521
2021,2275230,"hurlburt, trey",hurlburt,trey,trey hurlburt,Sr,G,24,465
2021,2275243,"morales, alex",morales,alex,alex morales,Sr,G,2,748
2021,2275244,"mason, jordan",mason,jordan,jordan mason,Jr,G,5,748
2021,2275245,"ford, elijah",ford,elijah,elijah ford,Sr,G,4,748
2021,2275267,"martinez, will",martinez,will,will martinez,Sr,G,11,748
2021,2275268,"fletcher, ja'mier",fletcher,ja'mier,ja'mier fletcher,Jr,F,22,748
2021,2275270,"jordan-thomas, darion",jordan-thomas,darion,darion jordan-thomas,Jr,F,12,368
2021,2275272,"range, isaiah",range,isaiah,isaiah range,So,G,24,7
2021,2275302,"milner, jalen",milner,jalen,jalen milner,Jr,G,21,149
2021,2275368,"stephney, trent",stephney,trent,trent stephney,Jr,G,0,456
2021,2275369,"battle, jamon",battle,jamon,jamon battle,Jr,G,1,456
2021,2276131,"cross, kevin",cross,kevin,kevin cross,So,F,24,718
2021,2276132,"curtis, samari",curtis,samari,samari curtis,So,G,15,71
2021,2276133,"easley, charlie",easley,charlie,charlie easley,So,G,30,649
2021,2276154,"arop, akol",arop,akol,akol arop,So,F,33,464
2021,2276157,"piatkowski, jace",piatkowski,jace,jace piatkowski,Fr,G,21,463
2021,2276160,"ouedraogo, yvan",ouedraogo,yvan,yvan ouedraogo,So,F,24,1104
2021,2276309,"coleman, jon",coleman,jon,jon coleman,So,G,21,9
2021,2276328,"nicholson, kassim",nicholson,kassim,kassim nicholson,Sr,F,11,691
2021,2276329,"benjamin, jalen",benjamin,jalen,jalen benjamin,Jr,G,5,450
2021,2276657,"skogman, david",skogman,david,david skogman,So,C,42,86
2021,2277042,"spottsville, darion",spottsville,darion,darion spottsville,Sr,G,10,204
2021,2277104,"reid, romar",reid,romar,romar reid,Jr,G,2,381
2021,2277111,"cisse, adam",cisse,adam,adam cisse,Jr,F,10,381
2021,2277117,"binelli, thomas",binelli,thomas,thomas binelli,Sr,F,23,204
2021,2277557,"patterson, vonnie",patterson,vonnie,vonnie patterson,Sr,F,23,198
2021,2277560,"weber, charlie",weber,charlie,charlie weber,Jr,F,33,198
2021,2277567,"monsanto, damari",monsanto,damari,damari monsanto,So,G,30,749
2021,2277576,"edert, doug",edert,doug,doug edert,Jr,G,25,617
2021,2277577,"estrada, aaron",estrada,aaron,aaron estrada,Jr,G,4,283
2021,2277578,"banks iii, daryl",banks iii,daryl,daryl banks iii,Jr,G,5,617
2021,2277579,"drame, fousseyni",drame,fousseyni,fousseyni drame,Jr,F,10,617
2021,2277607,"drame, hassan",drame,hassan,hassan drame,Jr,F,14,617
2021,2277609,"lee, matthew",lee,matthew,matthew lee,Jr,G,15,617
2021,2277661,"mckesey, claude",mckesey,claude,claude mckesey,Jr,G,14,30024
2021,2278219,"bosmans-verdonk, benjamin",bosmans-verdonk,benjamin,benjamin bosmans-verdonk,So,F,13,301
2021,2278243,"cockburn, kofi",cockburn,kofi,kofi cockburn,Jr,C,21,301
2021,2278251,"hamlin, jermaine",hamlin,jermaine,jermaine hamlin,Jr,C,34,201
2021,2278294,"morgan, elijah",morgan,elijah,elijah morgan,Jr,G,31,513
2021,2278334,"robinson, robby",robinson,robby,robby robinson,Jr,F,1,474
2021,2278337,"milling, kane",milling,kane,kane milling,So,G,0,108
2021,2278339,"meeks, zane",meeks,zane,zane meeks,So,F,5,629
2021,2278440,"djamgouz, okay",djamgouz,okay,okay djamgouz,So,G,10,189
2021,2278441,"samake, issa",samake,issa,issa samake,So,F,13,189
2021,2278442,"jackson, jonah",jackson,jonah,jonah jackson,Sr,G,20,189
2021,2278444,"yesufu, joseph",yesufu,joseph,joseph yesufu,So,G,1,328
2021,2278445,"ferguson, nate",ferguson,nate,nate ferguson,So,F,24,189
2021,2278452,"holden, tanner",holden,tanner,tanner holden,Jr,G,2,810
2021,2278454,"calvin, trey",calvin,trey,trey calvin,Jr,G,1,810
2021,2278455,"nagy, tj",nagy,tj,tj nagy,Jr,G,32,810
2021,2278561,"wright, john-michael",wright,john-michael,john-michael wright,Jr,G,1,19651
2021,2278562,"jackson, quenton",jackson,quenton,quenton jackson,Sr,G,3,697
2021,2278564,"miller, emanuel",miller,emanuel,emanuel miller,Jr,F,2,698
2021,2278577,"maye, tyler",maye,tyler,tyler maye,Sr,G,11,488
2021,2278578,"mccormick, jibril",mccormick,jibril,jibril mccormick,Jr,G,33,488
2021,2278587,"aku, jonathan",aku,jonathan,jonathan aku,So,F,2,676
2021,2278588,"gordon, andre",gordon,andre,andre gordon,Jr,G,20,697
2021,2278590,"gultekin, yavuz",gultekin,yavuz,yavuz gultekin,Jr,F,11,627
2021,2278608,"morrice, harry",morrice,harry,harry morrice,Jr,C,14,488
2021,2278633,"dunn, devon",dunn,devon,devon dunn,Jr,G,0,222
2021,2278634,"pierre-louis, josh",pierre-louis,josh,josh pierre-louis,Jr,G,2,104
2021,2278637,"dunn, damian",dunn,damian,damian dunn,Fr,G,1,690
2021,2278653,"rush, brandon",rush,brandon,brandon rush,Jr,G,2,222
2021,2278663,"rodriguez, daniel",rodriguez,daniel,daniel rodriguez,Jr,F,25,222
2021,2278751,"izunabor, emmanuel",izunabor,emmanuel,emmanuel izunabor,Jr,C,10,19651
2021,2278757,"smith, matt",smith,matt,matt smith,Fr,F,11,454
2021,2278759,"thomas, rodriguez",thomas,rodriguez,rodriguez thomas,So,G,25,454
2021,2278762,"holliday, jason",holliday,jason,jason holliday,Jr,G,14,665
2021,2278769,"randleman, bryant",randleman,bryant,bryant randleman,Jr,G,5,19651
2021,2278776,"robinson, demond",robinson,demond,demond robinson,Jr,F,0,1157
2021,2278777,"carter, chico",carter,chico,chico carter,So,G,2,648
2021,2278793,"davis, amari",davis,amari,amari davis,Jr,G,1,434
2021,2278794,"kellogg iii, japannah",kellogg iii,japannah,japannah kellogg iii,Fr,F,3,794
2021,2278796,"stieber, lucas",stieber,lucas,lucas stieber,Fr,G,5,794
2021,2278868,"stapleton, artese",stapleton,artese,artese stapleton,Jr,G,24,563
2021,2278949,"stokes	, kshun","stokes	",kshun,"kshun stokes	",Jr,G,0,2678
2021,2278979,"bell, markedric",bell,markedric,markedric bell,Sr,F,3,553
2021,2278982,"stredic jr, alvin",stredic jr,alvin,alvin stredic jr,Jr,F,15,2678
2021,2278985,"morris, dequan",morris,dequan,dequan morris,Sr,G,5,2678
2021,2278987,"haralson, isaiah",haralson,isaiah,isaiah haralson,Jr,G,10,2678
2021,2279036,"augustin, hegel",augustin,hegel,hegel augustin,Sr,G,5,127
2021,2279040,"verplancken, steven",verplancken,steven,steven verplancken,Jr,G,22,659
2021,2279174,"rasas, yahuza",rasas,yahuza,yahuza rasas,Sr,F,0,699
2021,2279176,"etienne, bryson",etienne,bryson,bryson etienne,Sr,G,4,699
2021,2279225,"hart, hakim",hart,hakim,hakim hart,Jr,G,13,392
2021,2279267,"marial, chol",marial,chol,chol marial,Jr,C,11,528
2021,2279268,"mitchell, makhi",mitchell,makhi,makhi mitchell,So,F,21,572
2021,2279269,"mitchell, makhel",mitchell,makhel,makhel mitchell,So,F,22,572
2021,2279270,"scott, donta",scott,donta,donta scott,Jr,F,24,392
2021,2279319,"dean, russell",dean,russell,russell dean,Jr,G,1,270
2021,2279336,"warren, davion",warren,davion,davion warren,Sr,G,2,700
2021,2279337,"oliver-hampton, edward",oliver-hampton,edward,edward oliver-hampton,Sr,F,14,647
2021,2279344,"williams, jamir",williams,jamir,jamir williams,Jr,G,13,228
2021,2279400,"rivera, alex",rivera,alex,alex rivera,Jr,G,23,361
2021,2279402,"nicholson, devin",nicholson,devin,devin nicholson,Sr,G,15,361
2021,2279403,"wood, tre",wood,tre,tre wood,Jr,G,2,361
2021,2279419,"house, luke",house,luke,luke house,Jr,G,14,191
2021,2279474,"dolan, greg",dolan,greg,greg dolan,Jr,G,4,167
2021,2279475,"jones, jordan",jones,jordan,jordan jones,Jr,F,23,167
2021,2279493,"filien, marcus",filien,marcus,marcus filien,Jr,F,2,167
2021,2279494,"uzoka, chuks",uzoka,chuks,chuks uzoka,Jr,F,10,167
2021,2279708,"winston, justin",winston,justin,justin winston,Jr,F,35,579
2021,2279709,"johnson, matt",johnson,matt,matt johnson,Sr,G,13,184
2021,2279710,"holmes, jaren",holmes,jaren,jaren holmes,Sr,G,5,596
2021,2279925,"chambers, nyzaiah",chambers,nyzaiah,nyzaiah chambers,Jr,F,1,485
2021,2279927,"jenkins, tyrese",jenkins,tyrese,tyrese jenkins,Jr,G,5,485
2021,2279928,"anderson, daryl",anderson,daryl,daryl anderson,Jr,G,13,485
2021,2279929,"carter, devante",carter,devante,devante carter,Sr,G,14,483
2021,2279933,"sidibe, yoro",sidibe,yoro,yoro sidibe,Jr,F,35,485
2021,2279938,"carralero, jesus",carralero,jesus,jesus carralero,Jr,F,12,115
2021,2279942,"henderson, cedric",henderson,cedric,cedric henderson,Sr,F,45,115
2021,2279943,"lusane, joshua",lusane,joshua,joshua lusane,Jr,F,23,115
2021,2279944,"thompson, messiah",thompson,messiah,messiah thompson,Jr,G,5,115
2021,2279968,"battle, brandon",battle,brandon,brandon battle,Sr,F,4,302
2021,2279972,"rogers, colby",rogers,colby,colby rogers,Jr,G,3,639
2021,2279974,"koroma, alimamy",koroma,alimamy,alimamy koroma,Jr,F,15,90
2021,2280285,"wilson, malcolm",wilson,malcolm,malcolm wilson,Jr,C,32,251
2021,2280286,"wahab, qudus",wahab,qudus,qudus wahab,Jr,C,33,392
2021,2280289,"coleman ii, lance",coleman ii,lance,lance coleman ii,Sr,F,1,101
2021,2280316,"azinge, chuma",azinge,chuma,chuma azinge,Jr,G,10,251
2021,2280317,"ighoefe, timothy",ighoefe,timothy,timothy ighoefe,Jr,C,5,251
2021,2280318,"gardner, myron",gardner,myron,myron gardner,Jr,F,15,32
2021,2280569,"flowers, moses",flowers,moses,moses flowers,Jr,G,4,272
2021,2280570,"stafl, miroslav",stafl,miroslav,miroslav stafl,Jr,F,12,129
2021,2280576,"langborg, ryan",langborg,ryan,ryan langborg,Jr,G,3,554
2021,2280577,"kiszka, konrad",kiszka,konrad,konrad kiszka,Jr,G,11,554
2021,2280578,"evbuomwan, tosan",evbuomwan,tosan,tosan evbuomwan,Jr,F,20,554
2021,2280587,"henry, pj",henry,pj,pj henry,Jr,G,3,699
2021,2280588,"o'connell, jacob",o'connell,jacob,jacob o'connell,Jr,F,25,554
2021,2280589,"kellman, keeshawn",kellman,keeshawn,keeshawn kellman,Jr,F,32,554
2021,2280742,"james, jehloni",james,jehloni,jehloni james,Jr,F,35,255
2021,2280854,"anderson, trey",anderson,trey,trey anderson,So,F,15,630
2021,2280855,"hannibal, trae",hannibal,trae,trae hannibal,So,G,2,454
2021,2280859,"carr, daxton",carr,daxton,daxton carr,So,F,13,294
2021,2280863,"parker, brayden",parker,brayden,brayden parker,So,C,25,294
2021,2280879,"green, mike",green,mike,mike green,Jr,G,13,648
2021,2280880,"leveque, wildens",leveque,wildens,wildens leveque,Jr,F,15,648
2021,2280882,"mccreary, jalyn",mccreary,jalyn,jalyn mccreary,So,F,4,651
2021,2280909,"cool, tarik",cool,tarik,tarik cool,Sr,G,2,294
2021,2280910,"porter, malik",porter,malik,malik porter,Sr,F,3,294
2021,2280926,"brewton, dominic",brewton,dominic,dominic brewton,Jr,G,15,17
2021,2280933,"thorn, dekedran",thorn,dekedran,dekedran thorn,Jr,G,12,17
2021,2280937,"acliese, linton",acliese,linton,linton acliese,Jr,F,20,207
2021,2280953,"cottrell, adam",cottrell,adam,adam cottrell,Jr,G,30,8
2021,2281113,"morton-robertson, quinton",morton-robertson,quinton,quinton morton-robertson,So,G,11,308
2021,2281115,"jones, miles",jones,miles,miles jones,So,F,13,459
2021,2281483,"grant, dae dae",grant,dae dae,dae dae grant,Jr,G,3,414
2021,2281485,"etzler, javin",etzler,javin,javin etzler,So,F,0,414
2021,2281855,"ings, christian",ings,christian,christian ings,Jr,G,0,485
2021,2281856,"powell, allen",powell,allen,allen powell,Jr,G,2,576
2021,2281952,"wong, isaiah",wong,isaiah,isaiah wong,So,G,2,415
2021,2281955,"walker, anthony",walker,anthony,anthony walker,So,F,1,415
2021,2281975,"beverly, harlond",beverly,harlond,harlond beverly,So,G,5,415
2021,2281976,"gkogkos, filippos",gkogkos,filippos,filippos gkogkos,So,G,10,415
2021,2282081,"kuxhausen, dru",kuxhausen,dru,dru kuxhausen,Sr,G,0,502
2021,2282089,"moffat, ben",moffat,ben,ben moffat,So,F,10,574
2021,2282090,"olivari, quincy",olivari,quincy,quincy olivari,So,G,4,574
2021,2282091,"myers, reed",myers,reed,reed myers,So,G,14,574
2021,2282092,"fiedler, max",fiedler,max,max fiedler,So,F,15,574
2021,2282095,"wilbar, simon",wilbar,simon,simon wilbar,Fr,F,14,305
2021,2282102,"powell, langston",powell,langston,langston powell,Jr,G,10,498
2021,2282134,"efretuei, chris",efretuei,chris,chris efretuei,Sr,C,21,380
2021,2282139,"phillips, luke",phillips,luke,luke phillips,So,F,21,498
2021,2282539,"gordon, ty",gordon,ty,ty gordon,Sr,G,0,483
2021,2282544,"williams, desmond",williams,desmond,desmond williams,So,G,11,716
2021,2282570,"cochran, tyler",cochran,tyler,tyler cochran,So,G,23,47
2021,2282571,"small, isiah",small,isiah,isiah small,Sr,F,1,670
2021,2282575,"scott, nate",scott,nate,nate scott,Sr,F,25,204
2021,2282576,"asberry, caleb",asberry,caleb,caleb asberry,Sr,G,5,670
2021,2282580,"waters, khalyl",waters,khalyl,khalyl waters,Sr,F,13,716
2021,2282585,"leftridge, jakevan",leftridge,jakevan,jakevan leftridge,So,G,14,716
2021,2282590,"stampley, nick",stampley,nick,nick stampley,Sr,F,24,716
2021,2282593,"walker, tyson",walker,tyson,tyson walker,Jr,G,2,416
2021,2282597,"bell, braden",bell,braden,braden bell,Sr,F,24,386
2021,2282604,"tordoff, zion",tordoff,zion,zion tordoff,Sr,F,15,287
2021,2282613,"cubrilo, vito",cubrilo,vito,vito cubrilo,Jr,G,1,500
2021,2282622,"emanga, quirin",emanga,quirin,quirin emanga,Jr,G,22,500
2021,2282625,"braun, connor",braun,connor,connor braun,So,C,32,500
2021,2282630,"dixon, julius",dixon,julius,julius dixon,So,G,13,444
2021,2282660,"paez, carlos",paez,carlos,carlos paez,Jr,G,1,43
2021,2282681,"bryan, lj",bryan,lj,lj bryan,Jr,F,22,444
2021,2282687,"saint-furcy, tyler",saint-furcy,tyler,tyler saint-furcy,Jr,G,21,386
2021,2282688,"cooper, ta'lon",cooper,ta'lon,ta'lon cooper,So,G,55,444
2021,2282696,"davidson, keishawn",davidson,keishawn,keishawn davidson,So,G,3,692
2021,2282700,"smith, bryan",smith,bryan,bryan smith,So,F,31,625
2021,2282703,"quest, dane",quest,dane,dane quest,So,G,11,692
2021,2282704,"bates, codey",bates,codey,codey bates,Jr,G,20,43
2021,2282707,"sylla, amadou",sylla,amadou,amadou sylla,Jr,F,12,692
2021,2282717,"adams, jordyn",adams,jordyn,jordyn adams,Jr,G,5,346
2021,2282721,"conteh, sita",conteh,sita,sita conteh,Sr,F,20,165
2021,2282722,"claude, tyzhaun",claude,tyzhaun,tyzhaun claude,So,F,0,444
2021,2282724,"woodard, alec",woodard,alec,alec woodard,Jr,G,22,43
2021,2282752,"vaughan, jarvis",vaughan,jarvis,jarvis vaughan,Jr,F,10,439
2021,2282755,"harris, chris",harris,chris,chris harris,Jr,G,5,654
2021,2282768,"nicholas, dq",nicholas,dq,dq nicholas,So,G,11,654
2021,2282798,"agnew, darrious",agnew,darrious,darrious agnew,Sr,F,44,17
2021,2282802,"jones, greg",jones,greg,greg jones,Jr,F,10,400
2021,2282809,"lufile, elijah",lufile,elijah,elijah lufile,Sr,F,1,527
2021,2282819,"abmas, max",abmas,max,max abmas,Jr,G,3,527
2021,2282895,"sutherlin, sean",sutherlin,sean,sean sutherlin,Sr,G,24,428
2021,2282924,"howell, mckay",howell,mckay,mckay howell,So,G,11,655
2021,2282934,"butler, laquan",butler,laquan,laquan butler,Jr,G,32,536
2021,2282943,"aguek, ajang",aguek,ajang,ajang aguek,So,F,2,501
2021,2282968,"lewis, isaiah",lewis,isaiah,isaiah lewis,So,G,5,501
2021,2282993,"caldwell, nick",caldwell,nick,nick caldwell,So,F,22,655
2021,2283032,"beaudion, craig",beaudion,craig,craig beaudion,Sr,G,3,148
2021,2283035,"gomillion, tre",gomillion,tre,tre gomillion,Sr,G,5,148
2021,2283081,"sheppard, ben",sheppard,ben,ben sheppard,Jr,G,22,14927
2021,2283085,"bellinger, ej",bellinger,ej,ej bellinger,Jr,G,5,14927
2021,2283087,"turner, jordan",turner,jordan,jordan turner,So,F,5,51
2021,2283088,"shanks, michael",shanks,michael,michael shanks,So,F,11,14927
2021,2283097,"lobach, daniel",lobach,daniel,daniel lobach,Fr,F,24,625
2021,2283100,"gueye, mouhamadou",gueye,mouhamadou,mouhamadou gueye,Sr,F,15,545
2021,2283117,"arnold, mo",arnold,mo,mo arnold,So,G,12,664
2021,2283124,"mulcahy, paul",mulcahy,paul,paul mulcahy,Jr,G,4,587
2021,2283136,"stephenson-moore, tyler",stephenson-moore,tyler,tyler stephenson-moore,Jr,G,14,683
2021,2283157,"wood, diante",wood,diante,diante wood,So,G,1,692
2021,2283162,"kukic, jakov",kukic,jakov,jakov kukic,So,F,14,104
2021,2283181,"ward, hason",ward,hason,hason ward,Jr,C,20,740
2021,2283211,"allen, dre'shawn",allen,dre'shawn,dre'shawn allen,Jr,G,13,665
2021,2283238,"henderson vi, arnold",henderson vi,arnold,arnold henderson vi,Jr,G,15,740
2021,2283239,"mcallister, jarren",mcallister,jarren,jarren mcallister,Jr,G,21,740
2021,2283255,"brown, joel",brown,joel,joel brown,Jr,G,1,107
2021,2283257,"kuany, kuany",kuany,kuany,kuany kuany,Jr,F,13,107
2021,2283258,"thiemann, lars",thiemann,lars,lars thiemann,Jr,C,21,107
2021,2283267,"alters, logan",alters,logan,logan alters,Jr,G,25,107
2021,2283269,"thorpe, d.j.",thorpe,d.j.,d.j. thorpe,Jr,F,33,107
2021,2283270,"klonaras, dimitrios",klonaras,dimitrios,dimitrios klonaras,Jr,G,34,107
2021,2283276,"reddish-rhone, trevon",reddish-rhone,trevon,trevon reddish-rhone,Jr,G,23,1320
2021,2283293,"epps, deangelo",epps,deangelo,deangelo epps,Jr,F,13,270
2021,2283295,"tucker, brenden",tucker,brenden,brenden tucker,Jr,G,5,1014
2021,2283360,"jones jr., russell",jones jr.,russell,russell jones jr.,Jr,G,0,792
2021,2283363,"king, jamal",king,jamal,jamal king,Jr,G,21,792
2021,2283364,"corbin, josh",corbin,josh,josh corbin,Jr,G,32,792
2021,2283365,"claxton, chase",claxton,chase,chase claxton,Jr,F,33,792
2021,2283544,"mahoney, august",mahoney,august,august mahoney,Jr,G,3,813
2021,2283621,"jarvis, ej",jarvis,ej,ej jarvis,Jr,F,15,813
2021,2283664,"johnson, marvin",johnson,marvin,marvin johnson,Sr,G,5,522
2021,2283716,"dibble, drew",dibble,drew,drew dibble,Sr,G,22,173
2021,2283717,"lee, hyunjung",lee,hyunjung,hyunjung lee,Jr,G,1,173
2021,2283718,"kristensen, david",kristensen,david,david kristensen,Jr,F,12,173
2021,2283729,"skipper-brown, jordan",skipper-brown,jordan,jordan skipper-brown,Sr,F,31,454
2021,2283735,"dixon, george",dixon,george,george dixon,Sr,F,24,771
2021,2283768,"hunter, caleb",hunter,caleb,caleb hunter,So,G,11,432
2021,2283792,"johnson, jordan",johnson,jordan,jordan johnson,Jr,G,15,432
2021,2283860,"perdue, juwan",perdue,juwan,juwan perdue,So,F,10,315
2021,2283873,"henry, kayne",henry,kayne,kayne henry,Sr,F,11,315
2021,2284010,"wilcox jr., tedrick",wilcox jr.,tedrick,tedrick wilcox jr.,Jr,G,0,599
2021,2284049,"hall, malik",hall,malik,malik hall,Jr,F,25,416
2021,2284050,"watts, rocket",watts,rocket,rocket watts,Jr,G,0,430
2021,2284065,"weiss, parker",weiss,parker,parker weiss,Jr,G,4,310
2021,2284075,"izzo, steven",izzo,steven,steven izzo,Jr,G,13,416
2021,2284076,"marble, julius",marble,julius,julius marble,Jr,F,34,416
2021,2284106,"cashaw, colton",cashaw,colton,colton cashaw,Sr,G,1,310
2021,2284115,"johnson, kj",johnson,kj,kj johnson,So,G,0,28600
2021,2284128,"van eyck, dylan",van eyck,dylan,dylan van eyck,Sr,F,24,310
2021,2284131,"coleman, kaleb",coleman,kaleb,kaleb coleman,So,F,5,28600
2021,2284133,"shulman, tanner",shulman,tanner,tanner shulman,Fr,G,4,28600
2021,2284182,"hammond, gregory",hammond,gregory,gregory hammond,Jr,G,3,368
2021,2284183,"johnson, d.j.",johnson,d.j.,d.j. johnson,Sr,F,5,331
2021,2284184,"toppin, jacob",toppin,jacob,jacob toppin,Jr,F,0,334
2021,2284210,"barthelemy, keeshawn",barthelemy,keeshawn,keeshawn barthelemy,So,G,3,157
2021,2284488,"hazen, parker",hazen,parker,parker hazen,Sr,F,13,28600
2021,2284549,"hunter, darweshi",hunter,darweshi,darweshi hunter,Jr,G,24,503
2021,2284679,"sodom, christopher",sodom,christopher,christopher sodom,Sr,C,21,178
2021,2284681,"stansbury, john",stansbury,john,john stansbury,Sr,G,5,178
2021,2284747,"sterling, chauncey",sterling,chauncey,chauncey sterling,So,G,0,471
2021,2285004,"jabbar, artan",jabbar,artan,artan jabbar,Jr,G,13,706
